"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","7","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","0","0","4","11","0","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","3","0","4","6","0","6","0","1","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","3","0","4","13","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","6","0","0","0","4","1","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","1","0","10","17","1","4","0","3","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","0","4","1","1","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","2","6","1","10","13","0","4","1","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","2","0","0","9","8","0","3","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","12","0","1","12","0","13","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","7","2","2","10","33","2","24","3","3","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","9","5","1","14","14","0","22","0","1","5","1","1","0","0","1","0","0","0","0","0","4","","","","","",""
"渋谷区","0","2","0","0","5","1","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","2","2","1","3","9","0","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","5","0","3","4","4","2","7","0","1","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","5","0","0","3","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","9","3","1","0","7","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","23","8","0","1","5","0","3","5","1","5","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","15","3","0","3","10","0","5","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","5","2","0","11","7","3","7","0","2","4","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","5","10","0","9","23","0","9","2","2","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","9","4","1","5","13","1","0","0","3","3","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"江戸川","7","5","0","6","13","0","7","2","2","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","4","2","8","18","22","2","19","1","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","3","0","0","8","15","4","8","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","2","4","2","11","0","16","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","29","7","0","8","8","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","8","0","2","18","1","5","0","1","3","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","33","4","3","15","26","1","25","1","3","7","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","5","7","2","11","18","2","25","1","5","7","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","198","108","27","178","349","24","252","19","39","82","7","5","0","0","6","0","0","1","0","0","4","","","","","",""
