"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","7","5","1","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","10","0","18","10","4","0","48","0","0","55","0","1","8","0","0","0","0","0","0","0","0"
"1歳","0","0","47","8","48","59","30","8","38","0","0","190","0","6","11","1","0","1","0","0","0","0","0"
"2歳","0","0","33","10","51","38","11","11","2","0","0","127","1","10","7","0","0","0","0","0","0","0","0"
"3歳","0","0","33","27","53","48","13","3","1","0","0","132","0","18","2","1","0","0","0","0","0","0","0"
"4歳","0","0","26","37","56","40","12","17","1","0","0","122","0","17","1","0","0","0","0","0","0","0","0"
"5歳","0","0","18","43","46","25","7","12","0","0","0","74","0","22","2","0","0","0","0","0","0","0","0"
"6歳","0","0","21","39","29","13","2","13","0","0","0","42","0","11","2","0","0","0","0","0","1","0","0"
"7歳","0","0","16","32","33","10","1","15","0","0","0","14","1","9","1","0","0","0","0","0","0","0","0"
"8歳","0","0","9","21","15","8","0","8","0","0","0","20","0","8","1","0","0","0","0","0","0","0","0"
"9歳","0","0","6","14","17","1","0","2","0","0","0","2","0","9","1","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","10","16","35","3","2","5","0","0","0","3","0","10","0","0","0","1","0","0","0","0","0"
"15〜19歳","1","0","0","2","10","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","10","20","72","1","1","3","0","0","0","5","0","3","1","0","0","1","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3","0","239","269","490","262","84","97","94","0","0","790","2","125","37","2","0","11","0","1","2","0","0"
