"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","5","3","11","0","0","8","3","0","",""
"区南部","3","0","0","1","0","0","6","0","0","",""
"区西南部","7","3","2","1","0","0","8","17","0","",""
"区西部","29","8","6","20","0","0","28","7","1","",""
"区西北部","22","13","9","16","0","0","9","7","0","",""
"区東北部","4","0","0","6","0","0","8","0","0","",""
"区東部","16","7","8","11","0","0","11","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","6","0","0","",""
"北多摩西部","3","2","1","12","1","0","0","0","0","",""
"北多摩南部","2","0","1","1","0","0","0","2","0","",""
"北多摩北部","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","",""
"合計","107","38","30","79","1","0","87","37","1","",""
