"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","2","0","0","18","2","1","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","5","25","9","119","7","12","2","59","0","20","3","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","3","86","36","276","6","35","3","78","0","87","4","16","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","1","0","27","58","150","5","24","1","17","0","46","14","3","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","1","1","34","96","176","9","6","7","1","1","25","6","3","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","3","0","16","103","169","10","11","7","0","0","20","16","4","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","1","0","15","114","151","16","3","3","2","0","10","29","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","10","85","94","17","2","6","0","0","5","17","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","4","0","11","100","102","22","2","3","1","0","3","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","1","61","85","7","2","8","0","0","3","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","1","54","52","5","0","2","1","0","1","12","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","6","74","132","7","2","5","0","3","1","17","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","5","31","0","0","0","0","0","1","2","1","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","6","45","175","0","3","0","0","2","4","5","0","0","1","5","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","1","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","19","11","238","840","1730","113","103","47","162","6","226","159","35","5","1","33","1","2","14","0","1","0","0","0","0","0","0","0","0"
