"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","15","0","0","5","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0"
"〜1歳","0","23","1","0","40","2","10","0","38","1","4","0","3","0","0","0","0","0","0","0"
"1歳","2","30","4","1","81","21","38","0","47","0","9","5","6","0","0","0","0","0","1","0"
"2歳","0","15","2","14","45","17","24","1","7","0","5","7","0","0","0","0","0","0","0","0"
"3歳","0","9","1","13","44","15","17","1","1","1","2","15","0","0","0","0","0","0","1","0"
"4歳","1","3","4","20","41","11","15","1","0","0","3","26","1","0","0","0","0","0","0","0"
"5歳","0","1","3","28","36","6","14","2","0","0","2","18","0","0","0","0","0","0","0","0"
"6歳","1","0","0","26","31","4","7","0","0","0","1","12","0","0","0","0","0","0","0","0"
"7歳","1","0","1","9","25","4","3","1","0","0","0","4","0","0","0","0","0","0","0","0"
"8歳","0","0","2","12","15","1","2","0","0","0","0","2","0","0","0","0","0","0","1","0"
"9歳","1","0","0","7","12","4","3","0","0","0","0","7","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","12","46","2","6","0","0","0","2","3","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","3","14","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1"
"20〜29歳","3","0","0","10","80","1","1","0","0","1","0","4","0","0","0","1","0","0","1","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","14","96","18","155","515","88","141","6","96","3","29","104","11","0","0","8","0","0","6","2"
