"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","1","0"
"1〜4歳","0","0","0","0","0","0","2","1","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","0","0","0","0","0","0","0"
"15〜19歳","8","0","2","3","2","0","0","0","0"
"20〜24歳","31","6","7","6","1","0","0","0","0"
"25〜29歳","24","5","6","4","3","0","0","0","0"
"30〜34歳","12","6","4","6","1","0","0","0","0"
"35〜39歳","16","1","5","3","1","0","0","0","0"
"40〜44歳","12","1","1","3","0","0","0","0","0"
"45〜49歳","4","1","0","3","1","0","0","0","0"
"50〜54歳","1","1","0","1","0","0","0","0","0"
"55〜59歳","3","1","0","0","0","0","0","0","0"
"60〜64歳","0","2","0","0","0","0","3","0","0"
"65〜69歳","0","1","0","0","0","0","0","0","0"
"70歳以上","0","1","0","0","0","0","10","1","2"
"合計","112","26","25","29","9","0","21","3","2"
