"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","0","0"
"1〜4歳","0","0","0","0","0","0","0","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","1","0","0","0","0","1","0","0"
"15〜19歳","3","1","0","3","0","0","0","0","0"
"20〜24歳","20","1","8","13","0","0","0","0","0"
"25〜29歳","35","11","24","27","1","0","1","0","0"
"30〜34歳","21","6","14","7","0","0","0","0","0"
"35〜39歳","20","7","9","6","0","0","0","0","0"
"40〜44歳","20","1","7","8","0","0","1","0","0"
"45〜49歳","16","2","5","7","0","0","0","0","0"
"50〜54歳","6","3","3","9","0","0","2","0","1"
"55〜59歳","3","3","4","2","0","0","2","1","0"
"60〜64歳","2","2","3","2","0","0","5","0","0"
"65〜69歳","1","2","0","0","0","0","3","0","0"
"70歳以上","1","1","1","1","0","0","16","1","0"
"合計","148","41","78","85","1","0","31","2","1"
