"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","1","2","0","4","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","0","2","3","1","31","6","2","0","30","0","0","0","1","0","1","2","0","1","0","0","0","0","0"
"1歳","1","2","9","1","59","32","4","4","25","0","0","10","0","1","2","0","0","1","0","0","0","0","0"
"2歳","3","0","7","15","49","23","0","4","1","0","0","8","0","5","3","0","0","1","0","0","0","0","0"
"3歳","3","0","10","24","69","29","2","8","0","0","0","5","0","10","0","0","0","0","0","0","0","0","0"
"4歳","0","0","7","42","53","22","1","13","0","0","0","4","0","10","0","0","0","0","0","0","0","0","0"
"5歳","9","0","2","42","63","16","0","19","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0"
"6歳","2","0","6","32","31","5","1","8","0","0","0","1","0","11","0","0","0","0","0","0","0","0","0"
"7歳","4","0","0","33","21","6","1","13","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0"
"8歳","5","0","4","31","26","7","0","4","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"9歳","3","0","2","25","30","3","0","4","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
"10〜14歳","8","0","0","24","31","6","0","11","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","2","23","86","2","0","2","0","1","0","0","0","0","2","0","0","3","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","41","5","54","293","559","159","11","90","57","1","0","30","1","60","9","2","0","11","0","0","0","0","0"
