"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","20","1","1","23","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","18","4","2","158","10","5","1","27","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","8","17","21","10","438","25","13","0","37","0","1","1","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","3","17","18","10","287","31","16","3","7","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","10","3","13","36","308","28","9","2","3","0","2","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","10","0","18","51","282","31","11","1","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","20","0","8","40","289","23","4","2","0","0","0","4","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","8","0","2","37","212","11","1","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","20","1","4","39","189","6","1","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","15","0","1","36","189","5","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","14","0","6","23","153","5","0","0","0","0","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","41","1","4","45","496","6","2","0","0","0","0","4","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0"
"15〜19歳","15","0","2","2","134","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","19","0","4","4","389","0","0","0","0","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0"
"40〜49歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","1"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"合計","242","77","106","336","3547","181","63","10","75","1","7","29","10","1","0","11","0","5","9","1","1","0","0","1","1","0","0","1"
