"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","3","8","27","53","3","2","1","9","0","2","0","0","0","1","0","0","1","0","0","0","","","","","",""
"区南部","1","4","9","36","63","6","0","2","9","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","5","1","6","30","84","4","2","5","12","0","1","1","0","0","4","0","0","0","0","2","0","","","","","",""
"区西部","7","2","6","34","60","3","1","2","14","2","3","2","1","0","2","0","0","0","0","2","1","","","","","",""
"区西北部","2","2","2","52","71","10","1","5","6","1","1","1","0","1","4","0","0","0","2","0","0","","","","","",""
"区東北部","8","4","5","41","104","2","3","1","8","1","1","1","0","0","3","0","0","0","0","0","1","","","","","",""
"区東部","3","2","3","20","94","1","2","4","8","0","1","2","0","0","1","0","0","0","0","1","0","","","","","",""
"西多摩","1","0","1","16","18","1","1","1","2","0","1","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","4","2","2","77","104","7","1","6","11","1","1","2","0","0","3","0","0","0","0","0","0","","","","","",""
"北多摩西部","1","0","2","24","30","6","1","1","6","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","2","1","4","25","61","8","2","9","14","0","1","5","1","0","2","0","0","0","0","0","0","","","","","",""
"北多摩北部","1","1","9","48","69","2","3","12","9","1","2","1","1","0","1","0","0","0","0","1","0","","","","","",""
"島しょ","0","0","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","40","22","57","431","811","55","19","49","109","6","16","15","3","1","24","0","1","1","2","6","2","","","","","",""
