"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","37","22","8","5","15","0","7","4","0","",""
"区南部","2","0","0","0","0","0","2","0","0","",""
"区西南部","0","0","0","0","0","0","13","15","0","",""
"区西部","12","14","3","9","0","0","12","3","0","",""
"区西北部","8","2","2","0","2","0","7","0","0","",""
"区東北部","7","0","0","0","0","0","1","0","0","",""
"区東部","8","2","1","2","0","0","2","3","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","14","4","0","2","7","0","1","0","0","",""
"北多摩西部","10","2","1","10","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","98","46","15","28","24","0","45","25","0","",""
