"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","3","0"
"1〜4歳","0","0","0","0","0","0","7","6","0"
"5〜9歳","0","0","0","0","0","0","3","2","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","3","0","1","0","0","0","1","0","0"
"20〜24歳","15","4","8","8","0","0","2","0","0"
"25〜29歳","30","11","10","15","0","1","1","0","0"
"30〜34歳","22","5","6","14","0","2","1","0","0"
"35〜39歳","23","5","7","10","0","1","1","0","0"
"40〜44歳","13","4","6","9","0","1","2","0","1"
"45〜49歳","7","4","3","4","0","4","2","1","0"
"50〜54歳","4","4","0","2","0","0","5","0","0"
"55〜59歳","4","3","0","2","0","2","6","0","0"
"60〜64歳","1","1","0","0","0","0","3","0","1"
"65〜69歳","0","2","1","0","0","0","8","0","0"
"70歳以上","0","0","0","0","0","0","42","4","1"
"合計","122","43","42","64","0","11","93","16","3"
