"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","0","0"
"1〜4歳","0","0","0","0","0","0","6","6","0"
"5〜9歳","0","0","0","0","0","0","1","2","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","8","3","1","0","1","0","1","1","0"
"20〜24歳","45","10","24","17","1","0","4","0","0"
"25〜29歳","52","12","29","21","3","0","0","0","0"
"30〜34歳","31","15","22","9","1","0","0","0","0"
"35〜39歳","28","20","17","15","2","0","1","0","0"
"40〜44歳","14","8","7","5","1","0","1","1","1"
"45〜49歳","13","7","9","4","0","0","3","0","0"
"50〜54歳","10","15","17","3","0","0","5","0","0"
"55〜59歳","7","2","2","6","0","0","4","0","0"
"60〜64歳","2","0","3","2","0","0","2","0","0"
"65〜69歳","2","5","0","0","0","0","6","0","0"
"70歳以上","0","2","1","0","1","0","25","1","0"
"合計","212","99","132","82","10","0","68","11","1"
