"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","1","5","1637","11","1","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","10","13","*","28","2","1","133","1","1","1","16","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","18","21","7162","53","9","24","225","8","8","4","44","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","15","7","*","26","10","39","177","2","1","19","17","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","17","11","*","9","7","61","174","6","1","23","7","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","26","6","*","2","6","88","149","6","2","31","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","29","7","3118","4","1","86","188","8","4","38","1","1","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","37","5","*","0","1","95","134","1","0","23","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","33","8","*","0","2","80","126","18","1","18","0","0","5","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"8歳","20","5","*","0","2","55","110","15","0","17","0","0","4","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","16","5","*","0","0","36","103","13","0","10","0","0","4","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"10〜14歳","83","28","1234","2","2","54","246","34","0","9","0","0","0","0","0","0","0","0","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","58","27","566","1","0","8","50","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","55","61","773","0","1","45","222","0","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","36","56","940","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"40〜49歳","33","63","891","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","18","69","797","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1"
"60〜69歳","8","50","538","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","1","0","0","0","4"
"70〜79歳","4","28","452","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","11","0","0","0","0","0","0","0","1","1","9"
"80歳以上","2","27","264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","29"
"合計","519","502","18372","136","44","672","2057","114","19","194","88","5","25","8","6","1","16","0","0","3","2","3","2","50","0","0","0","0","0","2","0","1","1","48"
