"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","4","0"
"1〜4歳","0","0","0","0","0","0","1","7","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","6","2","0","4","0","0","0","0","1"
"20〜24歳","18","3","3","9","0","1","0","0","0"
"25〜29歳","20","6","4","14","0","0","0","0","0"
"30〜34歳","19","8","7","16","0","1","2","1","0"
"35〜39歳","16","9","8","7","0","0","0","0","0"
"40〜44歳","17","12","9","4","0","0","1","0","0"
"45〜49歳","7","6","7","4","0","0","0","0","0"
"50〜54歳","4","4","5","1","0","1","2","0","0"
"55〜59歳","1","3","2","1","0","0","3","0","0"
"60〜64歳","1","2","1","0","0","0","3","0","0"
"65〜69歳","0","1","0","1","0","0","5","2","0"
"70歳以上","3","2","0","0","0","0","25","1","1"
"合計","112","58","46","61","0","3","45","16","2"
