"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","8","0","0","5","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","6","4","0","32","1","14","0","7","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","6","13","9","1","69","1","59","1","28","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","8","7","7","15","49","1","44","1","4","8","1","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"3歳","8","4","3","37","46","2","44","5","0","4","1","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","7","2","8","39","38","7","40","7","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","13","2","4","26","45","4","24","9","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","17","0","2","28","32","7","8","6","0","1","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","16","0","0","30","27","5","5","3","0","0","2","1","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","1"
"8歳","15","0","1","27","25","9","4","0","0","1","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","4","0","0","20","19","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","19","0","0","34","48","1","9","1","0","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","5","0","0","3","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","7","0","0","6","44","1","2","1","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","148","42","38","266","491","44","256","35","41","42","14","7","1","0","10","0","1","8","1","0","3","0","0","2","1","0","1","2"
