"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","12","8","0"
"1〜4歳","0","0","0","0","0","0","3","36","0"
"5〜9歳","0","0","0","0","0","0","2","6","0"
"10〜14歳","1","0","0","0","0","0","3","1","0"
"15〜19歳","18","2","5","10","1","0","2","0","0"
"20〜24歳","39","12","13","20","3","1","1","0","0"
"25〜29歳","49","18","7","21","4","1","3","1","0"
"30〜34歳","43","21","7","19","2","2","2","1","0"
"35〜39歳","20","8","2","9","4","1","3","1","0"
"40〜44歳","15","6","6","9","0","2","3","1","1"
"45〜49歳","5","2","1","4","2","1","4","0","0"
"50〜54歳","2","4","2","4","0","1","5","2","0"
"55〜59歳","6","2","1","2","0","0","9","1","0"
"60〜64歳","0","1","0","1","0","1","9","3","0"
"65〜69歳","1","1","1","2","0","0","10","2","0"
"70歳以上","2","1","0","0","0","0","44","6","1"
"合計","201","78","45","101","16","10","115","69","2"
