"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","231","35","1","0","1","10","0","0","3","0","0","0","0","0","0","0","0","0","4","0","0","5","6","4","3","0","2","2","2"
"中央区","148","12","0","0","1","25","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","353","32","3","0","6","34","0","0","15","1","0","1","0","0","0","0","0","0","0","0","0","15","6","9","6","0","1","1","1"
"新宿区","452","36","5","0","19","29","10","1","4","0","0","0","0","0","0","1","0","0","0","0","0","5","3","12","8","2","2","2","2"
"文京","353","27","1","0","6","28","3","4","8","0","0","0","0","0","0","0","0","0","0","0","0","5","3","7","4","1","1","1","1"
"台東","395","21","2","2","13","71","5","5","12","1","0","0","1","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","429","44","1","2","10","6","1","2","13","2","0","0","0","0","0","0","0","0","2","0","0","15","8","8","5","1","1","1","1"
"江東区","807","53","11","0","21","77","11","3","40","1","0","1","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","375","41","1","0","22","36","5","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","325","14","0","0","7","19","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","1104","107","4","11","23","133","5","4","37","2","1","2","0","0","0","0","0","0","0","0","0","9","2","21","13","2","1","1","1"
"世田谷","1248","82","9","1","13","85","3","9","23","1","0","1","2","0","0","2","0","0","2","0","0","24","4","25","16","2","2","2","2"
"渋谷区","200","7","2","0","1","10","1","1","2","0","0","0","0","0","0","2","0","0","0","0","0","17","6","7","4","1","1","1","1"
"中野区","639","43","0","0","20","55","2","10","14","5","0","1","1","0","0","2","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","686","39","7","4","14","71","0","4","28","1","0","0","0","2","0","1","0","0","4","0","0","21","11","17","11","1","2","2","2"
"池袋","539","55","1","1","13","33","2","1","5","1","0","0","0","0","0","3","0","0","0","0","0","0","0","8","5","1","1","1","1"
"北区","657","64","0","2","22","49","0","2","21","3","0","0","1","1","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","503","44","19","0","18","59","2","2","35","0","0","0","1","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","785","67","0","2","23","82","3","2","12","2","1","0","0","0","0","0","0","0","3","0","0","9","7","16","10","2","1","1","1"
"練馬区","1058","83","2","2","71","88","6","3","49","3","0","1","2","0","0","3","0","0","0","0","0","0","0","20","13","2","0","0","0"
"足立","892","95","9","26","31","74","7","14","14","3","0","0","0","0","0","1","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","657","32","1","0","13","60","5","2","21","3","0","0","0","0","0","0","0","0","3","0","3","8","6","13","8","1","1","1","1"
"江戸川","1392","98","1","3","46","122","1","0","56","2","0","1","1","0","0","7","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","1923","111","2","3","22","82","2","11","36","0","0","0","0","1","0","1","0","0","0","0","0","30","16","18","11","2","1","1","1"
"町田市","933","64","0","0","12","21","1","1","22","0","0","1","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","645","59","0","1","1","39","2","5","12","0","0","0","0","0","0","0","0","0","7","0","0","15","3","14","8","1","1","1","1"
"南多摩","832","70","4","0","11","30","0","5","14","1","0","0","0","0","0","2","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","1351","110","2","0","34","46","5","6","17","1","0","0","1","0","0","0","0","0","1","0","0","12","13","21","14","2","1","1","1"
"多摩府中","1995","117","7","3","63","156","11","11","46","6","0","0","0","0","0","4","1","0","11","0","0","60","17","33","21","3","3","3","3"
"多摩小平","1634","140","10","2","102","117","4","2","68","4","1","2","0","0","0","0","0","0","6","0","0","56","15","23","15","2","2","2","2"
"島しょ","84","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","1"
"合計","23625","1809","105","65","659","1747","97","115","645","43","3","11","10","4","0","30","1","0","43","0","3","306","126","418","264","39","25","25","25"
