"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","23","3","7","14","0","1","4","0","0","0","2","2"
"中央区","13","8","1","3","0","0","0","0","0","0","3","0"
"みなと","13","36","11","1","0","1","8","0","0","0","2","1"
"新宿区","27","12","25","17","2","6","11","3","0","0","7","2"
"文京","8","2","2","3","0","0","4","1","0","0","1","1"
"台東","2","2","0","0","1","0","0","0","0","0","2","0"
"墨田区","2","2","0","3","0","0","1","2","0","0","2","1"
"江東区","10","3","2","4","0","1","0","0","0","0","2","0"
"品川区","5","3","0","5","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","11","0","0","0","0","0","1","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","4","0","0","0","0","2"
"渋谷区","17","7","2","3","1","0","0","2","0","0","5","1"
"中野区","3","1","1","4","2","2","0","0","0","0","2","1"
"杉並","3","0","0","1","0","0","0","0","0","0","2","1"
"池袋","15","9","6","10","2","0","5","4","0","0","3","1"
"北区","2","0","3","1","0","0","0","0","0","0","1","0"
"荒川区","0","0","0","0","0","0","0","0","0","0","1","0"
"板橋区","6","3","1","2","0","0","10","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","6","1","2","2","1","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","9","8","0","0","0","1"
"江戸川","9","3","3","2","0","0","0","0","0","0","2","0"
"八王子市","13","2","0","0","0","0","0","0","0","0","4","1"
"町田市","2","1","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","13","0","0","2","1","0","0","0","0","0","2","1"
"多摩府中","2","0","2","1","2","0","23","10","1","0","3","3"
"多摩小平","0","0","0","0","0","0","4","3","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1"
"合計","205","98","68","78","12","11","85","33","1","0","55","25"
