"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","114","1","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","201","1","0","6","32","1","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","356","0","3","13","46","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","11","9","6","0","1","1","0"
"新宿区","453","11","0","26","43","2","0","0","1","0","0","1","0","0","0","0","2","1","0","0","5","12","8","1","2","2","0"
"文京","335","0","2","9","37","1","1","1","2","0","0","0","0","0","1","0","0","0","0","0","5","7","4","1","1","1","0"
"台東","274","0","2","16","39","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","334","1","1","14","24","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","9","8","5","1","1","1","0"
"江東区","576","2","3","25","92","3","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","262","0","1","13","59","2","1","9","1","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","258","4","1","13","41","1","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","878","12","9","53","100","4","0","4","8","0","0","0","1","0","1","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","1064","2","16","38","87","7","0","5","7","0","1","2","0","0","1","0","0","0","0","0","23","25","16","2","2","2","0"
"渋谷区","230","1","0","1","21","3","1","3","2","0","0","0","0","0","1","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","472","0","0","21","78","1","1","2","7","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","642","0","0","11","82","3","1","5","4","0","0","1","0","0","0","0","0","0","0","1","15","17","11","1","2","2","0"
"池袋","268","2","0","5","13","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","522","1","0","2","44","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"荒川区","417","1","0","16","32","0","0","2","5","0","1","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","487","1","0","5","57","1","1","1","3","0","2","0","0","0","0","0","0","0","0","0","8","15","10","2","1","1","0"
"練馬区","971","1","7","78","79","3","1","1","6","0","2","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","996","5","2","17","97","1","0","4","6","0","1","0","0","0","2","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","891","0","0","22","29","3","1","1","4","0","1","0","0","0","0","0","0","0","0","0","16","13","8","1","1","1","0"
"江戸川","891","3","2","48","90","0","1","0","7","1","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","1578","9","4","56","107","3","1","0","4","1","0","0","0","0","0","0","0","0","0","0","7","18","11","2","1","1","0"
"町田市","872","0","1","20","101","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"西多摩","832","0","2","16","41","6","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","934","0","2","19","47","4","0","0","8","0","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","1009","0","1","34","67","2","0","1","3","0","0","0","0","0","0","0","0","1","0","0","6","21","14","2","1","1","0"
"多摩府中","1677","6","3","63","149","5","7","1","13","0","1","1","0","0","1","0","0","0","0","0","19","33","21","3","3","3","0"
"多摩小平","1712","6","5","49","98","10","1","7","14","0","2","1","1","0","0","0","0","0","0","0","16","23","15","2","2","2","0"
"島しょ","106","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","20612","70","67","712","1844","81","22","50","122","2","14","7","2","0","14","0","2","2","0","1","140","415","262","38","25","25","0"
