"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","7","3","0","0","2","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","5","0","0","2","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","4","1","1","5","21","5","0","0","1","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","4","0","0","9","17","4","0","0","2","0","1","0","0","0","0","1","1","0","0","0","","","","","",""
"文京","6","0","0","0","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","10","0","1","0","20","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","10","0","0","1","7","3","0","1","2","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"江東区","9","0","0","4","29","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"品川区","4","0","2","6","37","2","0","2","2","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","14","1","4","10","53","6","0","2","1","0","0","2","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","12","0","0","4","24","2","0","2","2","0","0","4","0","0","0","1","0","0","0","0","","","","","",""
"渋谷区","4","0","0","3","8","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","3","0","0","3","33","0","0","0","1","0","0","7","0","0","0","0","0","0","0","0","","","","","",""
"杉並","20","0","0","3","17","3","0","0","2","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"池袋","6","0","1","1","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","8","0","1","2","15","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","5","0","0","4","10","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","2","0","0","2","17","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"練馬区","4","0","1","2","14","5","0","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","18","0","0","5","11","0","0","0","4","0","1","1","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","9","0","0","3","9","3","0","0","3","0","0","1","2","0","0","0","0","0","2","0","","","","","",""
"江戸川","21","0","6","12","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","25","0","4","36","47","7","1","2","4","0","0","10","0","0","0","0","0","0","0","0","","","","","",""
"町田市","21","0","3","12","11","8","1","3","4","0","1","4","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","0","0","7","9","4","0","0","1","0","0","6","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","15","0","0","6","9","11","0","0","4","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","14","0","0","2","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","16","0","0","6","24","5","0","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","15","0","2","12","39","3","0","0","3","0","0","4","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","296","5","26","162","527","80","3","15","49","0","7","50","5","1","1","5","2","0","2","0","","","","","",""
