"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","9","0","0","3","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","7","2","0","45","4","0","0","11","0","0","0","3","1","0","0","0","0","0","0"
"1歳","7","15","3","4","124","10","7","0","23","0","1","2","2","0","0","0","0","0","0","0"
"2歳","4","5","6","8","89","20","7","0","2","0","1","2","0","0","0","1","0","0","0","0"
"3歳","7","1","0","7","91","18","3","2","1","0","1","4","2","0","0","0","0","0","0","0"
"4歳","4","1","4","11","83","9","3","0","0","0","0","5","1","0","0","1","0","0","1","0"
"5歳","5","2","7","26","73","17","2","2","0","0","1","14","0","0","0","0","0","0","0","0"
"6歳","2","0","1","19","63","4","0","1","0","0","0","3","0","0","0","0","0","0","0","0"
"7歳","3","0","1","17","33","6","1","0","0","0","0","2","1","0","0","0","0","0","0","0"
"8歳","9","0","1","11","39","1","0","2","0","0","0","7","0","0","0","0","0","0","1","0"
"9歳","3","0","0","9","31","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"10〜14歳","15","0","0","12","66","3","0","0","0","0","1","2","0","0","0","0","0","0","0","0"
"15〜19歳","5","0","0","2","12","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"20〜29歳","9","0","0","4","59","1","1","0","0","1","1","1","0","0","0","1","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"合計","83","40","25","130","811","98","24","7","39","1","6","42","9","1","0","4","0","1","3","3"
