"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","7","0","0","17","0","42","0","5","0","13","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","16","7","1","99","12","453","0","53","0","101","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","0","24","14","16","138","15","1394","0","79","2","304","3","6","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","4","26","23","76","22","824","0","18","0","260","2","1","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0"
"3歳","0","4","28","36","95","37","484","4","6","0","186","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","0","0","30","42","77","27","312","2","0","0","125","11","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","29","59","77","19","224","1","0","0","88","12","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","12","38","53","12","119","3","2","0","46","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","9","34","40","10","68","2","0","2","26","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","0","0","11","25","36","3","36","1","0","0","14","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","2","20","26","1","42","1","0","0","19","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","1","31","47","2","51","2","0","0","16","4","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","7","11","0","3","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","3","20","107","1","74","0","0","0","9","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"合計","2","55","172","352","899","161","4126","16","163","4","1208","49","29","2","0","21","2","7","12","0","1","0","0","0","0","0","1","0"
