"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中央区","5","2","1","0","9","0","7","0","2","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","1","1","0","4","12","0","6","0","0","1","0","0","0","0","0","0","0","1","1","0","0","","","","","",""
"新宿区","0","13","0","9","10","0","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","7","2","0","5","3","0","5","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","5","1","4","10","2","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","4","0","0","4","0","1","0","3","1","0","1","0","0","0","0","0","2","0","0","0","","","","","",""
"江東区","4","9","2","3","12","0","9","0","3","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","5","0","5","7","0","11","2","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","4","11","0","4","10","0","13","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","9","9","4","9","23","0","17","2","9","10","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","20","29","1","12","16","2","25","1","4","4","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"渋谷区","7","0","0","3","4","0","3","1","0","0","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"中野区","11","6","0","3","7","0","5","1","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","11","5","1","5","18","4","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","4","0","0","5","1","2","0","0","14","0","0","0","0","0","0","0","1","1","0","0","","","","","",""
"北区","5","1","0","3","9","0","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","4","9","0","4","6","4","4","6","3","7","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","11","3","0","4","10","0","6","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","4","4","3","18","18","6","6","1","5","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","5","11","0","4","22","3","6","0","3","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","8","2","0","4","10","0","3","1","3","5","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江戸川","8","11","0","9","16","3","9","0","3","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","9","15","2","11","20","2","23","1","2","12","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","5","4","0","6","15","0","17","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","2","1","3","6","0","8","0","1","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","13","5","11","12","0","5","1","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","9","9","1","5","14","1","11","0","0","10","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","15","20","2","9","14","3","21","0","8","9","2","1","1","0","1","0","0","0","0","0","1","","","","","",""
"多摩小平","38","19","13","10","16","0","32","3","7","15","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","206","228","37","171","339","31","274","22","65","145","9","6","2","0","5","0","0","6","2","0","2","","","","","",""
