"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","6","0"
"1〜4歳","0","0","0","0","0","0","6","14","0"
"5〜9歳","0","1","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","5","0","0","2","0","0","0","1","0"
"20〜24歳","16","1","5","11","0","0","1","0","0"
"25〜29歳","24","10","8","21","0","0","2","0","0"
"30〜34歳","21","9","7","25","0","0","1","0","0"
"35〜39歳","24","12","6","10","1","0","0","0","0"
"40〜44歳","10","8","3","9","0","1","0","0","0"
"45〜49歳","10","4","4","6","0","0","0","1","0"
"50〜54歳","5","5","3","1","0","1","2","0","0"
"55〜59歳","4","5","3","4","0","1","8","0","0"
"60〜64歳","1","1","1","1","0","0","8","0","0"
"65〜69歳","1","3","0","0","0","0","6","0","0"
"70歳以上","0","0","0","0","0","0","45","3","1"
"合計","121","59","40","90","1","3","89","25","1"
