"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","4","0","0","0","8","4","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","8","0","0","0","48","6","0","0","33","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"1歳","59","0","3","0","110","30","5","3","12","0","0","0","0","6","6","0","0","0","0","0","0","0","0","0"
"2歳","61","0","1","2","64","22","2","1","1","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0"
"3歳","104","0","2","6","78","18","1","0","1","0","0","0","0","11","1","0","0","0","0","0","0","0","0","0"
"4歳","95","0","2","13","94","14","1","4","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0"
"5歳","84","0","0","14","79","13","1","1","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0"
"6歳","67","0","2","10","84","13","0","10","0","0","1","1","0","8","0","0","0","0","0","0","0","0","0","0"
"7歳","70","0","0","7","69","4","1","5","0","0","0","0","0","11","0","0","0","1","0","0","0","0","0","0"
"8歳","71","0","0","6","48","3","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","63","0","1","5","37","3","1","1","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","172","0","0","3","78","3","2","2","0","0","1","0","1","9","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","35","0","0","0","29","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","75","0","0","7","151","1","0","1","0","0","0","2","0","1","1","0","0","2","0","0","0","0","0","2"
"30〜39歳","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0"
"40〜49歳","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"50〜59歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"60〜69歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1184","0","11","73","977","135","14","30","51","0","3","6","2","81","12","0","0","16","0","0","0","0","0","2"
