"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","18","3","2","14","0","0","0","0","0","2","2"
"中央区","12","0","0","5","0","0","0","0","0","3","0"
"みなと","9","4","5","2","0","0","12","0","0","2","1"
"新宿区","32","28","26","35","0","1","23","12","0","6","2"
"文京","7","0","2","2","0","0","3","1","0","1","1"
"台東","12","3","1","3","3","1","0","0","0","3","0"
"墨田区","3","4","3","1","0","0","6","5","0","2","1"
"江東区","8","6","4","10","2","0","0","0","0","2","0"
"品川区","0","0","1","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","6","0","0","3","0","0","9","1","0","2","1"
"世田谷","0","0","0","0","0","0","6","1","0","0","2"
"渋谷区","14","12","12","2","0","1","3","0","0","5","1"
"中野区","8","2","1","1","2","0","0","0","0","2","1"
"杉並","4","0","2","1","1","0","30","0","1","2","1"
"池袋","22","8","14","7","3","2","2","4","0","3","1"
"北区","0","0","1","0","0","0","0","0","0","1","0"
"荒川区","2","1","0","0","0","0","0","0","0","1","0"
"板橋区","10","3","3","1","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","2","0","2","4","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","16","4","0","0","1"
"江戸川","14","4","2","1","3","0","0","0","0","2","0"
"八王子市","19","4","2","1","1","0","1","0","0","4","1"
"町田市","1","0","0","0","1","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","18","0","1","1","0","0","0","0","0","2","1"
"多摩府中","0","0","0","1","0","0","12","0","0","3","2"
"多摩小平","1","1","0","1","0","0","17","10","0","1","2"
"島しょ","0","0","0","0","0","0","3","0","0","0","1"
"合計","222","83","84","96","16","5","143","38","1","55","24"
