"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","2","0"
"1〜4歳","0","0","0","0","0","0","2","17","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","1","0"
"15〜19歳","11","2","1","6","2","0","1","0","0"
"20〜24歳","39","7","11","18","3","0","0","0","0"
"25〜29歳","41","19","12","28","3","1","0","2","0"
"30〜34歳","30","13","4","12","6","0","3","0","0"
"35〜39歳","16","2","5","7","2","1","3","1","0"
"40〜44歳","11","4","3","7","2","0","3","1","0"
"45〜49歳","4","5","1","3","0","0","0","1","0"
"50〜54歳","9","4","0","3","2","0","5","1","0"
"55〜59歳","1","4","0","2","0","1","5","2","0"
"60〜64歳","0","0","0","1","0","0","10","0","0"
"65〜69歳","1","2","0","0","0","0","6","1","0"
"70歳以上","0","0","0","0","0","1","56","4","2"
"合計","163","62","37","87","20","4","98","33","2"
