"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","2","0","1","1","7","0","1","2","0","0","0","0","0","0","0","0","1","2","0","0","0","1","","","","","",""
"中央区","4","1","0","0","0","4","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"みなと","12","1","0","0","3","2","0","2","3","1","1","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"新宿区","3","6","1","0","6","13","0","3","4","0","0","0","0","0","0","0","0","0","7","0","0","0","1","","","","","",""
"文京","3","8","0","0","9","4","3","17","4","0","0","1","0","0","0","0","0","0","2","0","0","0","0","","","","","",""
"台東","8","3","1","0","2","24","0","12","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","4","4","0","0","6","2","0","5","3","1","0","0","0","0","0","0","0","0","6","0","0","0","0","","","","","",""
"江東区","32","3","1","0","12","12","0","10","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","11","4","1","1","2","11","1","11","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","10","1","2","0","4","3","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","13","13","2","4","6","35","0","14","8","2","1","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"世田谷","31","13","0","2","10","19","0","16","9","0","0","0","0","0","0","0","0","0","2","0","0","0","5","","","","","",""
"渋谷区","11","5","0","0","1","7","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"中野区","17","9","0","0","13","6","1","7","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","15","9","0","2","4","11","0","12","19","0","0","0","1","1","0","0","0","0","10","0","0","2","6","","","","","",""
"池袋","7","9","4","0","2","7","1","8","1","1","1","0","0","0","0","1","0","0","7","0","0","0","0","","","","","",""
"北区","22","5","0","0","8","11","1","10","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","9","6","3","0","2","9","0","5","5","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","5","0","1","7","11","0","8","4","0","0","0","1","0","0","1","0","0","1","0","0","0","1","","","","","",""
"練馬区","41","14","0","1","15","21","6","19","23","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","16","14","5","1","6","23","2","12","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","17","2","0","0","5","8","0","14","3","1","0","0","0","0","0","0","0","0","4","0","0","1","0","","","","","",""
"江戸川","24","10","0","0","11","30","2","20","9","1","0","0","1","0","0","2","0","0","0","0","0","0","0","","","","","",""
"八王子市","24","14","4","0","19","27","2","40","15","3","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"町田市","15","6","1","0","6","28","0","13","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","17","15","0","0","3","4","0","3","6","1","0","0","1","0","0","0","0","0","4","0","0","1","0","","","","","",""
"南多摩","13","7","1","0","9","12","0","26","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","20","10","0","0","9","14","0","13","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","32","13","2","2","20","36","1","40","11","1","1","1","0","0","0","1","0","0","2","0","0","3","0","","","","","",""
"多摩小平","33","15","1","2","40","22","2","34","22","2","0","0","1","0","0","0","0","0","4","0","0","0","3","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","473","227","29","17","241","423","22","381","215","34","6","2","8","1","0","6","0","1","52","0","0","10","19","","","","","",""
