"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","0","1","6","26","1","1","0","3","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"みなと","1","1","1","7","14","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","2","2","4","7","17","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","1","0","2","6","2","3","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","0","2","4","8","33","3","0","4","4","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","3","3","9","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","2","12","51","1","0","3","6","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","1","1","4","10","37","2","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","8","15","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","2","4","6","22","54","5","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","4","0","5","35","70","5","1","4","7","0","0","0","0","0","2","0","0","0","0","2","0","","","","","",""
"渋谷区","0","1","0","1","14","0","0","4","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","0","0","1","17","23","1","1","2","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","2","0","3","7","53","0","0","1","3","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","2","0","0","0","9","1","0","0","1","0","0","0","0","0","1","0","0","0","2","0","0","","","","","",""
"北区","0","0","0","7","14","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","2","0","10","21","0","0","2","6","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","8","13","0","1","0","5","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","1","2","0","31","39","4","0","2","5","1","2","2","0","0","2","0","0","0","0","0","0","","","","","",""
"足立","3","0","4","12","57","1","0","0","3","0","1","0","0","0","3","0","0","0","0","0","0","","","","","",""
"葛飾区","7","0","0","16","33","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江戸川","3","1","3","19","39","1","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","2","1","8","47","83","1","2","1","5","1","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"町田市","1","0","0","28","43","2","1","1","7","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","16","14","1","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","6","0","3","22","23","2","0","2","1","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","0","1","23","35","12","1","6","3","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩府中","10","1","1","40","88","12","0","6","11","0","1","3","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩小平","5","1","3","49","82","5","3","6","11","1","2","1","1","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","58","20","59","480","1011","68","15","50","106","3","22","11","1","0","20","0","1","1","2","2","1","","","","","",""
