"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","23","2","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","1"
"〜1歳","87","9","3","4","62","2","1","1","31","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","1"
"1歳","343","8","17","23","180","6","7","2","72","0","0","1","1","1","0","0","0","0","1","0","0","5","0","0","0","0","0","5","0"
"2歳","380","3","12","41","141","8","6","0","12","0","0","3","2","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","1"
"3歳","463","2","7","43","136","6","0","3","3","0","0","12","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"4歳","594","1","8","76","142","7","0","10","3","1","0","4","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0"
"5歳","568","1","9","67","126","6","3","7","0","0","0","10","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0"
"6歳","609","0","2","77","108","14","0","1","0","0","1","15","1","1","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0"
"7歳","573","0","3","52","110","8","0","1","0","0","0","11","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0"
"8歳","530","0","3","41","98","7","0","2","0","0","0","6","1","0","0","1","0","0","1","0","0","2","0","0","0","0","0","2","0"
"9歳","434","0","1","26","91","2","0","2","0","0","0","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"10〜14歳","1637","0","0","60","232","7","0","2","0","0","0","8","1","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","1"
"15〜19歳","487","0","0","5","48","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","450","2","2","32","207","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","677","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"70〜79歳","139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","1","1","1","0","0","11","1"
"80歳以上","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","47","0","0","4","0","0","43","4"
"合計","9277","28","67","547","1689","74","19","31","121","1","1","78","8","3","0","10","1","1","7","0","7","83","4","1","9","0","2","73","9"
