"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","1","0","6","4","0","0","6","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"〜1歳","0","0","6","1","33","9","2","0","43","0","0","9","1","0","1","0","0","1","0","0","1","0","0"
"1歳","0","0","8","5","61","25","6","1","21","0","0","38","0","1","8","0","0","1","0","0","1","0","0"
"2歳","0","0","11","7","56","19","7","4","5","0","0","30","0","6","0","0","0","0","0","0","0","0","0"
"3歳","0","0","10","26","64","30","6","6","2","1","0","20","0","7","1","0","0","0","0","0","0","0","0"
"4歳","0","0","10","23","61","27","7","11","0","0","1","15","0","11","2","0","0","0","0","0","0","0","0"
"5歳","0","0","13","30","52","19","7","12","0","0","0","10","0","11","0","0","0","0","0","0","0","0","0"
"6歳","0","0","5","27","33","9","3","9","0","0","0","8","0","5","2","0","0","0","0","0","0","0","0"
"7歳","0","0","3","18","26","3","0","7","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0"
"8歳","0","1","1","14","29","4","0","4","0","0","0","0","1","4","0","1","0","0","0","0","0","0","0"
"9歳","0","0","1","15","27","1","0","5","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","24","39","4","1","4","0","0","0","0","1","7","0","0","0","0","0","0","2","0","0"
"15〜19歳","0","0","1","2","12","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","0","2","3","5","62","1","1","4","0","0","1","0","0","2","0","0","0","3","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","3","73","197","561","156","40","67","77","1","2","134","3","62","16","1","0","12","0","0","5","0","0"
