"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","6","0"
"1〜4歳","0","0","0","0","0","0","3","17","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","3","0","0","5","0","0","0","2","0"
"20〜24歳","19","2","5","9","0","1","0","0","0"
"25〜29歳","17","9","8","15","0","3","0","0","0"
"30〜34歳","16","3","9","14","0","1","0","0","0"
"35〜39歳","16","3","7","9","1","2","1","1","0"
"40〜44歳","11","5","6","10","0","1","1","0","0"
"45〜49歳","8","4","4","1","0","1","1","0","0"
"50〜54歳","6","1","1","2","0","1","0","0","0"
"55〜59歳","6","2","0","2","0","1","4","0","0"
"60〜64歳","1","1","1","0","0","0","10","2","0"
"65〜69歳","2","1","0","0","0","0","8","0","0"
"70歳以上","1","0","1","0","0","0","44","4","0"
"合計","106","31","42","67","1","11","77","32","0"
