"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","13","28","0","0","9","2","0","0","2","0","0","0","2","0","0","0","0","2","0","0","0","2","0","0","0","0","0","2","0"
"〜1歳","80","18","2","1","66","3","1","2","20","0","0","0","4","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","240","39","7","4","229","8","3","5","26","0","1","0","3","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","221","4","6","12","128","9","5","9","5","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"3歳","226","4","5","17","86","15","1","8","5","0","1","5","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0"
"4歳","226","0","3","24","72","15","8","13","0","0","0","4","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"5歳","237","0","2","32","63","8","3","22","1","0","1","12","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"6歳","192","0","6","32","51","14","1","12","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","148","0","1","22","45","11","1","10","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","134","0","1","18","41","4","0","11","1","0","0","5","0","0","0","0","0","1","0","0","0","1","0","0","1","1","1","0","1"
"9歳","126","0","0","20","35","4","2","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","440","0","4","41","126","5","0","8","0","0","0","6","0","0","0","1","0","0","2","0","0","3","0","0","0","0","0","3","0"
"15〜19歳","257","0","0","4","45","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","523","0","1","7","153","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","1","0","3","1"
"70〜79歳","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","16","0"
"80歳以上","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","1","0","0","14","1"
"合計","4804","93","38","234","1149","99","25","110","60","1","4","45","13","1","0","13","0","3","3","0","1","51","0","0","3","2","1","48","3"
