"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","3","4","0","0","7","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"〜1歳","8","10","1","1","76","3","1","0","18","0","0","0","1","0","0","0","0","0","0","0"
"1歳","18","8","8","7","202","30","8","1","22","0","1","1","6","1","0","0","0","0","0","0"
"2歳","22","4","2","8","130","12","7","0","2","0","3","8","1","0","0","0","0","0","0","0"
"3歳","27","1","3","14","117","25","5","3","1","0","0","9","1","0","0","0","0","0","0","0"
"4歳","42","0","5","25","134","20","4","3","1","0","0","7","0","0","0","0","0","0","0","0"
"5歳","47","1","5","34","120","18","1","7","0","0","1","8","0","0","0","0","0","0","0","0"
"6歳","57","0","2","38","106","8","2","3","0","0","0","7","0","1","0","0","0","0","0","0"
"7歳","49","0","1","31","74","4","0","1","0","0","0","7","0","0","0","0","0","0","1","0"
"8歳","25","0","3","15","51","4","0","2","0","0","0","3","0","0","0","0","0","0","0","0"
"9歳","22","0","1","20","54","3","1","0","0","0","1","3","0","0","0","0","0","0","0","0"
"10〜14歳","73","0","1","39","114","2","0","2","0","1","0","3","0","0","0","2","0","0","0","0"
"15〜19歳","25","0","1","3","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","56","0","0","6","110","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0"
"30〜39歳","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40〜49歳","45","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"50〜59歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","597","28","33","241","1321","130","29","22","44","1","6","57","10","2","1","8","0","0","1","0"
