"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","10","21","0","0","6","0","0","0","0","6","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","21","44","3","2","30","0","10","0","13","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","3","20","118","11","2","57","0","16","0","19","186","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","8","14","80","5","5","47","0","21","2","6","156","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","6","11","41","8","12","51","0","14","0","3","175","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","4","10","16","3","15","51","0","9","2","0","153","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","24","10","12","2","23","55","2","7","0","2","158","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","23","12","7","4","22","41","3","2","1","0","54","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","24","15","2","1","22","44","2","4","1","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","25","16","3","3","15","31","4","1","0","0","19","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","22","23","1","0","10","21","1","0","0","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","55","171","1","0","14","35","1","1","0","0","13","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","9","120","0","0","5","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","7","230","2","0","7","42","1","1","0","0","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","16","208","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","19","235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","2","237","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","252","1594","348","40","154","521","14","86","6","43","1023","10","6","2","1","6","0","1","0","0","0","0","0","0","0","0","0","0","0"
