"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","35","37","1","1","30","186","1","0","9","3","0","0","1","0","0","1","0","0","0","0","0","0","7","","","","","",""
"区南部","37","29","7","0","33","131","2","0","6","2","0","0","10","0","0","0","0","0","0","0","0","1","1","","","","","",""
"区西南部","33","33","7","0","31","137","4","1","8","1","0","3","0","0","0","1","0","0","0","0","0","1","1","","","","","",""
"区西部","31","40","7","1","35","160","10","0","4","2","0","2","0","3","0","0","0","0","0","0","0","1","5","","","","","",""
"区西北部","62","80","9","3","58","266","14","0","10","3","0","2","0","0","0","6","0","0","0","0","4","0","1","","","","","",""
"区東北部","47","49","15","5","31","178","4","1","16","5","0","0","0","0","0","0","0","0","0","0","1","0","4","","","","","",""
"区東部","52","51","14","1","31","204","2","0","14","1","0","1","0","1","0","6","0","0","0","0","1","0","2","","","","","",""
"西多摩","8","19","0","0","1","34","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"南多摩","19","62","10","0","33","174","6","0","11","4","1","2","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩西部","24","40","3","1","25","62","4","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","52","47","4","0","38","148","5","0","5","4","0","1","0","0","0","0","0","0","0","0","0","1","7","","","","","",""
"北多摩北部","22","37","8","1","34","122","5","0","9","5","0","1","0","0","0","0","0","0","1","0","0","1","8","","","","","",""
"島しょ","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","422","529","85","13","380","1802","58","2","97","31","1","12","11","4","0","14","0","0","1","0","6","5","43","","","","","",""
