"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","2","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","1","10","3","0","6","6","0","8","2","1","1","1","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"新宿区","0","18","3","1","5","20","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"文京","2","12","2","1","13","10","1","6","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"台東","1","12","0","0","8","10","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","22","1","0","8","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"江東区","0","18","4","0","23","31","1","16","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","1","14","4","0","9","16","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","1","8","0","6","12","1","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","4","25","14","10","23","38","1","8","0","3","5","3","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"世田谷","3","43","5","2","37","23","5","5","5","1","4","0","3","0","0","1","0","0","1","0","0","0","5","","","","","",""
"渋谷区","1","9","2","0","2","6","2","3","0","0","1","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"中野区","0","11","2","1","15","8","3","6","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","21","9","4","13","28","5","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","8","","","","","",""
"池袋","0","7","4","1","6","9","0","3","1","1","1","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"北区","2","16","4","1","23","14","1","5","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","13","13","4","19","19","1","9","0","4","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","25","4","0","17","10","1","1","1","0","0","0","0","0","0","1","0","0","2","0","0","0","1","","","","","",""
"練馬区","0","20","11","5","48","42","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","30","12","9","21","48","0","1","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","14","1","0","10","13","2","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","4","","","","","",""
"江戸川","1","31","10","3","28","27","0","17","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","26","6","4","45","65","3","6","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","3","11","0","1","24","34","0","5","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","23","1","0","8","8","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","0","28","5","2","5","33","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","28","21","2","24","31","1","6","0","3","0","2","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"多摩府中","2","58","7","0","51","53","1","14","21","5","5","2","6","0","0","1","0","0","2","0","0","0","9","","","","","",""
"多摩小平","7","41","15","11","68","61","3","6","0","6","1","0","1","0","0","0","0","0","0","0","0","0","7","","","","","",""
"島しょ","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","35","591","172","62","569","687","32","140","32","41","36","18","11","2","0","8","0","0","5","0","0","2","46","","","","","",""
