"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","3","2","24","54","21","0","1","8","0","1","5","1","0","0","0","0","0","0","0","","","","","",""
"区南部","7","0","3","17","85","17","0","3","5","0","1","3","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","4","0","2","13","46","11","2","0","4","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"区西部","4","0","2","21","84","6","0","1","3","0","0","0","0","0","0","1","1","0","0","0","","","","","",""
"区西北部","7","0","2","7","36","9","0","1","9","2","0","1","0","0","0","3","0","0","0","0","","","","","",""
"区東北部","4","0","4","16","42","18","0","2","7","0","1","6","1","0","3","2","0","0","0","1","","","","","",""
"区東部","18","0","0","27","74","8","2","4","7","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","0","0","2","14","4","0","0","1","0","0","2","0","1","0","0","0","0","0","0","","","","","",""
"南多摩","10","0","0","55","99","26","0","4","9","0","0","6","3","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","5","0","0","1","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","3","0","0","4","22","3","0","0","6","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","5","0","7","11","32","1","0","0","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","70","3","22","200","599","127","5","16","63","4","4","23","6","2","3","8","1","0","0","1","","","","","",""
