"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","6","8","2","1","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","14","12","0","7","0","30","0","14","0","6","9","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","45","30","2","30","2","47","1","55","0","23","16","0","6","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"2歳","67","18","2","43","8","45","2","42","0","8","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","96","8","1","53","17","47","2","43","1","2","15","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","146","12","0","42","32","32","3","37","0","1","10","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","164","13","0","29","40","39","0","17","2","0","8","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"6歳","207","15","0","25","34","26","1","19","0","0","1","1","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","1","0","0","2"
"7歳","230","15","0","12","37","16","1","9","1","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","207","32","0","5","26","14","1","8","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","218","34","0","3","13","12","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","643","194","0","3","22","34","0","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","347","122","0","1","7","14","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","159","149","0","11","14","42","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"30〜39歳","205","132","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"40〜49歳","289","184","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50〜59歳","111","195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"60〜69歳","46","137","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","6"
"70〜79歳","26","110","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","7","0","0","0","0","0","3","0","2","1","5"
"80歳以上","14","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","35","0","0","0","0","0","1","0","0","1","34"
"合計","3240","1496","7","265","252","400","11","253","4","40","76","2","11","1","0","21","0","2","0","0","0","8","66","1","0","1","0","0","6","1","2","2","63"
