"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","9","7","0","0","13","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","59","8","0","1","52","4","0","0","22","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","169","10","8","7","159","21","0","2","29","0","0","0","2","1","0","0","0","1","1","0","3","1","1","2","0","1","1","2"
"2歳","217","1","4","11","118","20","1","1","5","0","0","1","0","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0"
"3歳","291","1","4","24","88","25","0","2","0","0","0","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"4歳","478","0","4","36","124","23","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","526","0","2","46","90","13","0","1","0","0","0","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","508","1","1","29","74","19","0","3","0","1","1","1","1","0","0","0","0","0","2","0","3","0","0","0","0","0","3","0"
"7歳","489","0","0","35","54","7","0","2","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"8歳","402","0","1","20","58","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1"
"9歳","337","0","0","11","38","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"10〜14歳","950","0","1","44","102","2","0","0","0","0","0","1","0","0","0","0","0","0","3","0","3","0","0","1","0","0","2","1"
"15〜19歳","180","0","0","1","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","178","0","0","0","87","1","0","0","0","1","1","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","1","0","0","0","1","0"
"70〜79歳","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","1","0","0","1","1"
"80歳以上","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"合計","5412","28","25","265","1076","139","1","12","56","3","3","12","8","1","0","9","0","2","15","0","26","2","2","5","0","1","20","5"
