"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","9","1","1","10","3","7","0","6","0","17","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","11","11","2","91","11","172","3","72","2","137","1","15","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","14","37","16","156","38","542","15","100","3","352","9","25","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","5","36","28","96","47","416","17","13","1","323","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","1","57","61","102","50","355","19","4","0","307","10","9","2","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"4歳","0","2","43","56","101","56","267","34","1","0","234","17","4","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","0","0","37","47","85","34","184","41","1","0","184","14","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","12","65","65","13","89","14","1","1","92","13","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","7","47","38","7","51","18","1","0","62","14","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"8歳","0","0","7","22","30","9","28","7","1","0","35","5","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","0","0","7","20","43","1","15","6","0","0","23","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","6","30","87","3","26","13","0","1","12","13","2","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","2","12","0","1","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","3","20","115","0","24","8","0","5","8","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3","42","264","417","1031","272","2177","195","200","13","1787","109","79","8","4","20","2","1","16","0","0","0","0","0","0","0","0","0"
