"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","0","0","3","0","0","0","2","0","1","0","0","0","0","0","1","0","0","","","","","",""
"中央区","0","0","0","0","0","1","11","1","1","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","1","0","15","0","12","1","3","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","2","1","1","6","3","10","0","1","0","6","0","0","0","0","0","0","0","2","0","0","","","","","",""
"文京","0","0","0","0","2","0","6","0","1","0","3","0","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","0","5","1","0","16","1","9","1","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","4","1","0","3","0","7","2","0","0","3","0","0","0","0","0","0","1","1","0","0","","","","","",""
"江東区","0","5","0","0","21","3","57","0","4","0","13","2","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","1","1","4","10","0","8","1","7","0","11","1","0","0","0","1","0","0","0","0","0","","","","","",""
"目黒区","0","1","0","0","5","0","3","0","1","0","1","2","0","0","0","1","0","0","0","0","0","","","","","",""
"大田区","0","4","2","8","38","1","22","3","5","0","12","2","1","2","0","1","1","0","1","0","0","","","","","",""
"世田谷","0","3","4","3","23","4","37","4","4","0","11","0","2","0","0","0","0","1","0","0","0","","","","","",""
"渋谷区","0","0","0","1","7","0","5","1","0","0","3","0","0","0","0","2","0","0","0","0","0","","","","","",""
"中野区","0","0","0","0","13","4","16","0","3","0","6","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","2","3","23","6","6","0","5","0","6","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","1","0","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","0","5","1","9","1","7","0","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","8","0","3","7","0","28","0","2","0","4","2","0","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","14","1","12","2","0","0","1","1","3","1","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","2","1","2","13","1","34","0","7","2","27","4","0","0","0","1","0","0","0","0","0","","","","","",""
"足立","0","0","2","10","27","6","18","5","7","0","15","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","1","5","25","4","9","3","4","0","7","0","2","0","0","2","0","0","7","0","0","","","","","",""
"江戸川","0","3","4","3","29","2","23","1","3","0","28","0","1","0","0","1","0","0","0","0","0","","","","","",""
"八王子市","0","2","1","10","23","9","72","2","5","0","18","2","3","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","1","0","1","16","1","13","2","3","0","27","2","5","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","1","0","5","0","22","1","2","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","8","10","1","44","1","3","0","17","6","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","3","1","2","17","3","41","0","5","0","10","3","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","2","10","3","10","6","58","6","5","0","28","4","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩小平","0","4","2","9","40","1","48","11","15","2","48","1","0","0","0","1","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","51","36","78","424","59","649","49","105","4","325","36","21","3","1","12","1","2","13","0","0","","","","","",""
