"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","11","27","1","1","11","34","2","106","9","4","2","3","0","0","0","1","0","0","3","0","0","1","6","","","","","",""
"区南部","11","35","3","2","8","40","2","62","16","4","3","3","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"区西南部","12","51","1","4","6","15","0","85","5","1","5","0","0","1","0","0","0","0","2","1","0","0","2","","","","","",""
"区西部","22","62","2","5","20","31","1","60","9","4","2","0","0","1","0","1","0","0","12","0","0","1","2","","","","","",""
"区西北部","36","83","4","3","24","26","1","164","16","2","7","1","2","0","0","2","0","0","1","0","0","0","3","","","","","",""
"区東北部","11","67","5","3","25","32","1","115","9","5","8","0","1","1","0","2","0","1","1","0","0","0","7","","","","","",""
"区東部","22","58","2","1","11","38","1","142","16","4","4","0","1","1","0","0","0","0","4","0","0","0","4","","","","","",""
"西多摩","1","8","0","0","2","5","1","30","1","0","2","1","0","0","0","0","0","0","3","0","0","0","4","","","","","",""
"南多摩","6","68","6","0","25","41","2","178","11","3","4","1","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩西部","18","42","4","1","7","14","1","61","8","3","2","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","10","36","4","2","19","31","2","120","10","3","1","1","1","0","0","2","0","0","3","0","0","1","6","","","","","",""
"北多摩北部","10","35","1","1","23","31","0","110","6","4","4","0","0","0","0","0","0","0","3","0","0","1","5","","","","","",""
"島しょ","2","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","172","573","33","23","182","338","14","1235","116","37","44","11","5","4","0","9","0","1","32","1","0","4","46","","","","","",""
