"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","35","1","0","0","0","0","1","0","0","3","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"中央区","7","15","0","0","1","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","4","30","4","0","3","3","2","1","0","1","5","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"新宿区","2","62","1","5","1","10","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","24","1","0","0","1","1","1","0","0","6","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"台東","0","20","2","0","1","5","0","3","0","2","18","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","70","1","1","1","1","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","13","56","2","0","4","17","0","1","0","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","4","41","4","1","5","5","0","2","1","4","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","9","34","4","2","1","6","0","3","0","1","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","15","92","20","8","11","25","1","7","1","1","21","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","13","146","11","2","8","21","1","7","1","0","23","0","1","0","0","0","0","1","0","0","0","0","","","","","",""
"渋谷区","1","33","1","1","1","3","0","1","0","0","4","0","0","0","0","7","0","0","0","0","0","0","","","","","",""
"中野区","1","80","2","0","3","13","1","0","0","3","18","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","7","71","6","3","4","13","0","2","0","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","6","80","2","2","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","3","84","2","5","8","7","2","9","0","1","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","6","33","21","2","2","10","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","5","67","2","2","8","16","0","3","1","0","18","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","2","91","4","2","5","14","0","0","1","3","38","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","90","6","1","1","34","1","2","0","3","40","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","1","64","2","0","4","21","1","3","0","1","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","8","108","7","2","8","21","1","2","0","2","24","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","8","89","16","0","14","35","1","3","0","0","24","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"町田市","3","45","1","0","2","18","1","5","0","0","18","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","6","39","0","1","0","3","0","0","0","1","6","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","62","9","2","3","7","1","6","0","1","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","89","7","0","10","24","1","0","0","2","25","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","15","182","18","1","8","27","3","4","1","2","47","3","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","20","103","16","2","17","34","2","3","0","1","26","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","9","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","169","2044","173","45","135","398","20","71","6","30","463","9","6","0","0","13","1","1","0","0","0","2","","","","","",""
