"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","10","6","11","8","153","14","1","1","4","1","0","5","0","0","0","0","0","0","0","0","","","","","",""
"区南部","23","1","5","22","144","13","2","2","3","1","1","3","1","0","0","1","0","0","0","0","","","","","",""
"区西南部","5","3","1","11","121","8","1","3","1","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"区西部","9","7","5","17","150","5","2","7","1","0","0","0","0","0","0","1","0","0","3","0","","","","","",""
"区西北部","13","5","2","7","140","13","1","2","5","0","0","7","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","13","7","11","19","104","9","2","3","8","0","0","5","0","1","0","1","0","0","3","1","","","","","",""
"区東部","10","5","4","34","161","14","0","5","9","0","0","1","2","0","0","3","0","0","0","0","","","","","",""
"西多摩","3","2","0","3","34","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","13","6","3","45","194","16","2","6","9","0","3","7","2","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","5","0","0","4","16","7","0","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","3","4","1","11","60","7","1","2","2","0","0","2","0","0","0","3","0","0","2","0","","","","","",""
"北多摩北部","7","8","3","12","97","17","1","4","5","0","0","3","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","1","0","0","0","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"合計","115","54","46","193","1374","134","13","36","50","2","4","39","5","1","0","13","0","0","8","1","","","","","",""
