"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","125","13","0","0","1","11","1","1","2","0","0","1","0","0","0","0","0","0","0","0","0","20","5","","","","","",""
"区南部","56","5","2","0","6","6","2","0","2","1","0","0","0","0","0","1","0","0","0","0","0","1","0","","","","","",""
"区西南部","72","8","3","3","2","6","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","25","7","","","","","",""
"区西部","223","11","1","0","5","14","1","0","5","1","0","0","0","2","0","0","0","0","3","0","0","11","5","","","","","",""
"区西北部","225","16","0","1","17","9","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","3","","","","","",""
"区東北部","310","30","4","3","5","23","2","0","5","2","0","0","0","1","0","0","0","0","1","0","0","4","3","","","","","",""
"区東部","395","54","1","0","3","8","5","0","4","0","0","1","0","0","0","6","0","0","0","0","0","19","5","","","","","",""
"西多摩","60","10","0","0","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","15","6","","","","","",""
"南多摩","467","32","1","0","4","15","3","1","6","1","0","0","0","0","0","0","0","0","0","0","0","8","5","","","","","",""
"北多摩西部","64","4","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","","","","","",""
"北多摩南部","60","6","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","24","7","","","","","",""
"北多摩北部","106","13","1","0","2","3","2","1","4","0","0","0","0","0","0","0","0","0","1","0","0","15","7","","","","","",""
"島しょ","67","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","","","","","",""
"合計","2230","206","13","7","49","100","23","4","36","5","0","2","0","3","0","7","0","1","7","0","0","151","59","","","","","",""
