"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","480","45","1","2","29","90","12","9","29","4","3","0","1","0","0","0","0","0","1","0","0","24","7","","","","","",""
"区南部","566","35","4","3","27","112","2","4","32","1","0","2","0","0","0","0","1","0","0","0","0","2","0","","","","","",""
"区西南部","681","56","1","2","22","66","12","5","19","5","0","0","4","0","0","1","0","0","0","0","0","17","4","","","","","",""
"区西部","610","54","4","3","31","68","3","13","27","3","0","0","0","0","0","1","0","0","3","0","0","13","9","","","","","",""
"区西北部","1048","92","6","6","71","106","11","11","59","2","0","3","0","0","0","8","0","0","2","0","0","3","2","","","","","",""
"区東北部","724","77","6","14","29","118","5","7","32","6","0","0","0","1","0","2","0","0","2","1","0","4","3","","","","","",""
"区東部","892","63","2","2","54","111","8","6","73","7","0","3","1","0","0","3","0","0","2","0","0","7","3","","","","","",""
"西多摩","212","17","0","0","4","17","3","2","3","0","0","0","0","0","0","0","0","0","2","0","0","3","2","","","","","",""
"南多摩","1430","77","7","2","38","110","7","22","55","4","0","3","1","0","0","2","0","0","0","0","0","8","2","","","","","",""
"北多摩西部","419","33","0","1","28","25","2","5","26","1","0","0","0","0","0","0","0","0","0","0","0","4","8","","","","","",""
"北多摩南部","814","41","3","3","62","86","8","8","32","1","0","0","1","0","0","0","0","0","6","0","1","20","5","","","","","",""
"北多摩北部","750","52","6","8","43","56","8","13","46","1","0","1","0","1","0","0","1","0","2","0","0","14","4","","","","","",""
"島しょ","9","11","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","8635","653","40","46","438","965","84","105","433","35","3","12","8","2","0","17","2","0","20","1","1","119","49","","","","","",""
