"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","1","1","1","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","0","19","2","2","5","39","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0"
"1歳","0","0","1","0","30","7","10","3","27","0","0","3","0","4","4","0","0","0","0","0","0","0","0","0"
"2歳","0","0","0","0","24","6","3","1","1","0","0","1","0","8","3","0","0","0","0","0","0","1","0","0"
"3歳","0","0","1","0","24","12","9","2","0","0","0","1","0","12","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","0","2","20","14","5","3","0","0","0","1","0","18","0","0","0","2","0","0","0","0","0","0"
"5歳","0","0","1","2","19","3","0","3","0","0","0","1","0","11","3","0","0","0","0","0","0","0","0","0"
"6歳","0","0","0","4","8","2","0","1","0","0","0","0","0","8","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","4","14","1","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","0"
"8歳","0","0","0","3","13","1","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","4","7","2","1","2","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","3","32","1","0","2","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","12","0","0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","0","0","0"
"20〜29歳","0","0","0","3","62","1","1","0","0","0","0","1","0","2","2","0","0","3","0","0","0","0","0","3"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","1"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","3","26","285","53","32","23","71","0","0","9","0","88","24","0","0","22","0","0","0","2","0","4"
