"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","41","1","1","15","0","5","0","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","113","5","1","102","2","28","0","59","0","45","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","190","19","12","205","6","117","5","83","0","118","3","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","72","16","23","133","3","37","0","15","0","89","8","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","24","10","38","104","7","28","6","8","0","57","10","1","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0"
"4歳","0","7","6","34","107","6","14","7","3","0","35","13","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","2","2","13","43","81","15","13","7","4","0","37","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","1","0","4","35","67","7","7","6","1","0","9","14","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"7歳","2","0","4","38","47","4","2","1","1","0","8","19","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0"
"8歳","3","0","7","17","47","4","2","2","0","0","3","13","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","5","22","31","1","0","1","0","0","4","17","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","2","43","116","3","3","1","0","1","3","27","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","4","39","1","1","0","0","0","0","3","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","4","0","2","23","104","1","4","0","0","1","4","4","0","0","0","6","0","0","1","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","31","449","94","334","1198","60","261","36","175","3","414","148","26","7","0","32","0","2","24","1","1","0","0","0","0","0","0","0","0"
