"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","26","3","10","33","2","98","1","4","18","2","1","0","0","4","0","0","0","0","0","0","","","","","",""
"区南部","6","13","1","8","25","4","65","1","2","29","1","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","5","26","6","19","28","3","87","0","6","23","3","1","0","0","1","0","0","0","0","0","1","","","","","",""
"区西部","0","21","1","24","36","1","68","4","6","23","0","1","0","0","1","0","0","1","0","0","0","","","","","",""
"区西北部","3","21","3","10","33","4","70","4","7","55","2","0","0","0","2","0","0","0","0","1","0","","","","","",""
"区東北部","1","32","3","9","38","3","75","3","2","47","2","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","1","32","6","11","31","1","56","4","4","15","4","3","1","0","0","0","0","1","0","0","0","","","","","",""
"西多摩","0","1","0","4","12","1","25","1","1","6","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","6","22","1","14","57","5","148","1","4","66","2","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","2","2","6","17","1","49","1","1","21","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","1","13","4","6","22","5","95","3","2","24","1","3","1","0","1","1","0","0","1","0","0","","","","","",""
"北多摩北部","1","20","7","12","24","6","66","6","2","19","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","5","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","27","229","37","133","356","36","907","29","41","350","18","16","2","0","15","1","0","3","1","1","1","","","","","",""
