"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","4","15","6","8","5","4","0","0","50","1","5","0","0","0","1","0","0","0","0","0","1","","","","","",""
"区南部","0","0","2","1","13","6","16","1","7","0","0","43","1","6","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","3","2","16","5","14","7","8","0","0","82","1","4","1","0","0","0","0","0","1","0","0","0","","","","","",""
"区西部","0","0","0","5","22","1","1","2","4","0","0","55","1","15","2","1","0","5","0","0","0","0","0","2","","","","","",""
"区西北部","0","0","4","1","11","8","6","4","4","0","0","80","0","6","1","0","0","1","0","0","0","0","0","1","","","","","",""
"区東北部","0","0","1","1","9","7","8","5","2","0","0","69","1","6","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","0","0","1","3","8","6","4","1","4","0","1","95","1","6","2","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","5","2","0","2","1","0","0","25","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","2","1","17","5","7","3","2","0","0","34","0","9","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","1","9","5","1","2","1","0","0","5","7","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","3","0","8","3","6","1","1","0","0","8","1","2","1","0","0","1","0","0","0","0","0","1","","","","","",""
"北多摩北部","0","0","1","1","8","5","13","1","4","0","0","34","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","0","18","20","141","59","85","34","42","0","1","581","14","67","11","1","0","14","0","0","1","0","0","5","","","","","",""
