"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","2","0","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","0","0","3","2","5","2","20","1","0","0","9","0","0","0","0","2","0","0","0","0","0","5","3","1","0","0","0"
"みなと","1","0","8","8","20","7","39","0","6","0","2","0","0","1","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","0","3","4","13","26","4","10","0","4","0","2","2","1","1","0","0","0","0","4","0","0","11","8","1","2","2","0"
"文京","0","0","0","5","20","9","44","0","3","0","1","1","0","0","0","2","0","0","0","0","0","7","4","1","1","1","0"
"台東","1","2","4","18","24","4","10","3","4","0","2","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","0","1","8","6","7","4","0","0","0","3","3","1","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","2","0","4","12","100","12","16","2","6","0","4","5","2","1","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","1","0","2","17","47","6","3","0","8","0","1","1","0","0","0","1","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","0","0","3","13","4","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","0","1","24","41","115","17","17","6","8","2","10","6","4","1","0","2","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","0","2","13","46","78","17","20","2","10","0","9","2","6","0","0","1","0","1","0","0","0","25","16","2","2","2","0"
"渋谷区","0","0","1","1","11","4","2","0","1","0","2","0","0","0","0","2","0","0","0","0","0","7","4","1","1","1","0"
"中野区","0","0","5","4","11","7","13","0","8","0","1","0","4","1","0","0","0","0","0","0","0","11","7","1","1","1","0"
"杉並","1","0","7","25","43","12","5","1","10","0","1","3","0","0","0","2","0","0","0","0","0","16","10","1","1","1","0"
"池袋","0","0","2","6","15","1","1","0","2","0","6","0","0","1","0","2","0","0","0","0","0","8","5","1","1","1","0"
"北区","0","0","2","10","37","12","17","1","4","0","4","3","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","0","0","3","23","18","6","11","1","5","0","6","0","1","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","4","0","2","9","28","5","15","0","5","0","6","1","1","0","0","2","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","1","0","20","35","41","16","10","3","11","0","10","2","3","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","3","6","22","23","82","9","10","0","11","0","13","7","0","1","0","4","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","1","0","3","4","44","9","14","3","6","0","4","1","1","0","0","1","0","0","5","2","0","12","7","1","1","1","0"
"江戸川","1","0","29","46","56","7","3","1","10","0","0","1","1","0","0","2","0","0","0","0","0","18","11","2","0","0","0"
"八王子市","7","1","16","53","81","12","27","4","8","0","8","7","1","0","0","4","0","0","0","0","0","18","11","2","1","1","0"
"町田市","0","0","1","41","61","17","28","2","10","0","15","2","1","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","1","0","5","18","32","7","8","1","2","0","1","5","1","0","0","1","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","1","4","5","18","49","14","24","5","13","0","11","15","1","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","0","0","3","26","36","17","38","1","12","0","7","5","1","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","1","4","26","48","72","33","60","2","18","0","21","2","6","1","0","2","0","0","3","0","0","32","20","3","3","3","0"
"多摩小平","2","1","43","43","67","20","63","0","18","0","20","1","2","1","0","1","0","0","1","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","28","24","258","607","1240","297","536","39","206","2","183","76","38","9","0","31","0","1","13","2","0","414","261","38","25","25","0"
