"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","1","0"
"1〜4歳","0","0","0","0","0","0","4","20","0"
"5〜9歳","0","0","0","0","0","0","2","1","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","27","1","6","12","1","0","1","0","0"
"20〜24歳","55","16","15","31","8","0","3","0","0"
"25〜29歳","59","26","5","35","2","3","3","0","0"
"30〜34歳","39","16","3","21","4","3","1","0","0"
"35〜39歳","37","8","8","15","3","0","2","0","0"
"40〜44歳","16","2","5","8","3","0","0","0","2"
"45〜49歳","11","12","3","2","1","2","4","0","1"
"50〜54歳","6","4","2","2","1","0","7","4","0"
"55〜59歳","1","1","1","1","2","0","7","0","0"
"60〜64歳","2","0","0","0","0","0","4","4","0"
"65〜69歳","0","0","0","0","0","0","17","1","2"
"70歳以上","0","1","0","0","0","0","29","4","1"
"合計","253","87","48","127","25","8","93","35","6"
