"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","19","4","6","12","0","1","0","0","0","0","",""
"中央区","13","5","3","3","0","0","0","0","0","0","",""
"みなと","13","28","12","3","0","1","2","0","0","0","",""
"新宿区","27","14","23","25","0","5","9","3","0","0","",""
"文京","6","0","4","2","0","0","4","2","1","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","4","0","1","1","0","0","11","0","0","0","",""
"江東区","11","11","4","6","0","1","0","0","0","0","",""
"品川区","11","11","1","5","0","1","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","4","0","0","3","0","0","2","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","0","0","0","",""
"渋谷区","9","1","1","3","1","1","0","3","0","0","",""
"中野区","5","0","0","1","0","0","0","0","0","0","",""
"杉並","7","0","0","0","0","0","0","0","0","0","",""
"池袋","12","9","3","5","2","5","2","1","0","0","",""
"北区","1","0","2","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","0","1","3","0","0","4","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","1","1","2","1","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","3","0","0","",""
"江戸川","6","2","0","0","0","0","0","0","0","0","",""
"八王子市","1","0","0","0","0","0","0","0","1","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","22","6","0","0","",""
"多摩小平","0","0","0","0","0","0","3","1","0","0","",""
"島しょ","0","0","0","0","0","0","2","0","0","0","",""
"合計","152","86","63","73","3","15","62","19","2","0","",""
