"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","4","1","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","15","2","2","2","1","0","0","0","0"
"20〜24歳","43","8","15","19","2","0","0","0","0"
"25〜29歳","44","7","18","15","2","0","1","0","0"
"30〜34歳","37","6","14","10","1","0","0","0","0"
"35〜39歳","26","4","7","3","0","0","1","0","0"
"40〜44歳","15","2","10","9","1","0","1","0","0"
"45〜49歳","20","7","3","7","1","0","1","0","0"
"50〜54歳","6","2","5","3","0","0","3","0","0"
"55〜59歳","2","3","5","4","0","0","1","0","0"
"60〜64歳","3","1","1","2","0","0","3","1","0"
"65〜69歳","0","1","2","0","0","0","3","0","1"
"70歳以上","0","1","2","0","0","0","38","1","0"
"合計","211","44","84","74","8","0","60","3","1"
