"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","15","9","0","0","9","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3","0","0","1","0","0","2","1"
"〜1歳","51","5","3","1","53","6","0","1","29","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","247","10","5","5","117","17","4","1","28","0","0","0","4","1","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"2歳","333","4","1","14","96","27","1","4","8","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"3歳","445","1","3","18","78","26","1","4","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","711","1","4","34","79","19","0","8","0","0","0","2","2","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1"
"5歳","724","0","5","41","62","15","0","2","0","0","1","2","1","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"6歳","761","0","4","31","31","6","1","2","0","0","0","3","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0"
"7歳","706","0","1","27","47","7","1","2","0","0","0","2","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0"
"8歳","649","0","1","16","36","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1"
"9歳","507","0","1","14","29","0","0","8","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","2","0"
"10〜14歳","1528","0","0","23","105","4","1","4","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","3","0"
"15〜19歳","260","0","0","2","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","373","0","1","17","157","1","0","3","0","2","2","1","0","0","0","3","0","1","1","0","1","0","0","0","0","0","1","0"
"30〜39歳","826","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","1","0","0","0","0","0","1","0"
"40〜49歳","636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","5","2","0","0","0","0","3","0"
"70〜79歳","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","2","1"
"80歳以上","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","1","0","1","7","1"
"合計","9229","30","29","243","928","129","10","42","65","3","4","12","10","2","0","14","0","1","10","0","41","2","0","4","1","2","33","6"
