"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","2","0"
"1〜4歳","0","0","0","0","0","0","4","12","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","1","0","0","1","0","0","0","1","0"
"20〜24歳","13","7","7","11","1","0","1","0","0"
"25〜29歳","17","6","6","17","0","2","1","0","0"
"30〜34歳","22","11","10","10","0","0","1","0","0"
"35〜39歳","19","8","8","11","0","1","2","1","0"
"40〜44歳","24","7","4","9","0","1","0","1","0"
"45〜49歳","8","6","3","2","0","0","2","0","0"
"50〜54歳","7","7","5","3","0","0","2","1","0"
"55〜59歳","4","4","0","1","0","0","4","1","0"
"60〜64歳","4","1","1","2","0","0","12","0","0"
"65〜69歳","4","1","1","0","0","0","5","0","0"
"70歳以上","0","2","0","0","0","0","47","7","1"
"合計","123","60","45","67","1","4","86","26","1"
