"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","5","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","1","1","0","20","0","12","1","19","0","0","26","0","0","2","1","0","0","0","0","0","0","0"
"1歳","0","1","9","1","38","5","37","1","14","0","0","68","0","1","6","1","0","0","0","0","0","0","0"
"2歳","0","0","6","3","33","9","39","2","1","0","0","58","0","0","1","1","0","0","0","0","0","0","0"
"3歳","0","0","6","7","19","7","30","5","1","0","0","47","0","3","2","0","0","0","0","0","0","0","0"
"4歳","0","0","6","9","23","4","10","3","0","0","0","38","0","5","1","0","0","0","0","0","0","0","0"
"5歳","0","0","2","15","13","6","15","5","0","0","0","20","0","3","1","0","0","0","0","0","0","0","0"
"6歳","0","0","4","4","7","1","3","1","0","0","0","11","0","3","0","0","0","0","0","0","0","0","0"
"7歳","0","0","3","4","8","1","6","2","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","6","7","1","1","2","0","0","0","7","0","2","0","0","0","0","0","1","0","0","0"
"9歳","0","0","2","1","8","1","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","2","6","14","2","3","0","0","1","0","4","1","2","0","0","0","0","0","0","2","0","0"
"15〜19歳","0","0","0","1","3","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","0","5","27","0","1","0","0","2","0","3","0","0","0","0","0","1","0","1","0","0","1"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","0","1"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","2","41","62","225","37","159","22","36","3","0","288","1","23","14","3","0","10","0","3","2","0","2"
