"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","3","1","0"
"5〜9歳","0","0","0","0","0","0","5","0","0"
"10〜14歳","1","0","0","0","0","0","2","0","0"
"15〜19歳","12","0","3","6","0","0","0","0","0"
"20〜24歳","59","6","5","22","2","0","0","0","0"
"25〜29歳","67","10","8","19","2","0","1","0","0"
"30〜34歳","27","6","11","8","1","0","0","0","0"
"35〜39歳","19","6","8","5","0","0","2","0","0"
"40〜44歳","18","10","5","5","1","0","2","0","0"
"45〜49歳","7","6","6","6","0","0","1","0","0"
"50〜54歳","6","6","6","4","0","0","1","1","0"
"55〜59歳","6","2","3","4","0","0","1","0","0"
"60〜64歳","3","3","1","0","0","0","1","0","0"
"65〜69歳","1","2","0","0","0","0","8","0","0"
"70歳以上","0","0","1","0","0","0","31","1","1"
"合計","226","57","57","79","6","0","61","3","1"
