"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","4","0","1","25","2","0","0","8","0","1","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","2","27","4","135","13","8","0","81","0","19","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","3","2","75","20","220","37","27","4","125","0","73","0","6","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0"
"2歳","1","4","38","34","151","37","20","8","19","0","43","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","2","0","37","99","170","59","8","14","4","1","41","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","2","3","23","140","140","38","6","17","0","0","19","10","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","11","107","142","36","5","16","0","0","13","16","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","7","103","105","19","4","18","0","0","2","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","3","93","88","12","0","10","0","0","4","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","0","54","60","12","0","8","0","1","2","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","1","3","37","71","3","0","1","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","5","73","180","10","0","6","0","0","4","7","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","6","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","2","0","8","35","158","1","2","3","0","2","4","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","14","16","237","806","1680","279","80","105","237","4","228","72","35","2","0","17","0","1","3","2","2","0","0","0","0","0","0","0","0"
