"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","254","12","11","23","117","2","2","11","4","0","0","1","0","0","0","2","0","0","0","0","0","2","","","","","",""
"区南部","272","16","5","49","183","12","7","15","8","1","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","360","24","25","30","178","9","8","4","9","0","4","0","0","1","0","1","1","0","0","0","0","5","","","","","",""
"区西部","347","21","8","15","133","14","9","3","8","0","1","0","0","0","0","2","0","0","0","0","0","2","","","","","",""
"区西北部","592","14","4","38","155","12","4","23","5","0","0","3","0","0","0","4","0","0","0","0","0","4","","","","","",""
"区東北部","434","24","0","35","205","14","8","16","4","1","0","3","0","0","0","5","0","0","0","0","0","3","","","","","",""
"区東部","460","9","14","59","278","14","5","15","6","0","1","9","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","175","11","1","8","24","7","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","613","40","4","100","259","21","3","18","6","2","0","4","4","0","0","1","0","0","1","0","0","0","","","","","",""
"北多摩西部","309","8","3","33","77","7","0","9","5","0","0","4","3","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","307","19","8","37","125","9","9","8","6","0","0","3","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩北部","272","31","12","44","67","8","0","11","6","0","0","0","1","0","0","0","0","0","1","0","0","1","","","","","",""
"島しょ","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"合計","4396","229","95","471","1801","130","55","133","67","4","8","30","9","2","0","15","1","0","2","0","0","23","","","","","",""
