"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","5","1","2","5","0","0","0","0","0","",""
"中央区","9","6","0","3","0","0","0","0","0","",""
"みなと","13","38","10","4","0","0","0","0","0","",""
"新宿区","21","1","36","23","0","0","11","0","0","",""
"文京","4","0","2","1","0","0","4","0","0","",""
"台東","0","0","0","1","0","0","0","0","0","",""
"墨田区","1","1","0","1","0","0","1","0","0","",""
"江東区","7","1","2","8","0","0","0","0","0","",""
"品川区","11","0","1","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","1","0","0","1","0","0","",""
"世田谷","0","0","0","0","0","0","1","3","0","",""
"渋谷区","35","16","23","36","0","0","0","0","0","",""
"中野区","2","1","0","0","0","0","0","0","0","",""
"杉並","3","0","1","4","0","0","0","0","0","",""
"池袋","11","5","2","6","0","0","0","0","0","",""
"北区","2","0","1","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","0","0","4","0","0","4","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","0","0","",""
"江戸川","12","0","0","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","0","0","0","",""
"多摩府中","1","0","0","0","0","0","13","0","0","",""
"多摩小平","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","144","70","80","97","0","0","40","3","0","",""
