"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","5","2","0","6","1","2","0","3","0","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","26","3","0","41","1","10","0","29","0","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","47","11","4","93","5","34","2","43","1","79","1","6","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"2歳","0","20","11","12","50","12","21","0","9","0","48","2","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","0","3","8","14","53","16","25","1","3","0","31","6","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","0","4","9","18","43","12","10","4","4","0","30","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","13","14","37","7","6","1","0","0","23","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","7","11","31","2","4","0","0","0","10","5","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","13","19","0","5","1","0","0","4","3","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0"
"8歳","0","0","5","12","20","2","0","0","0","0","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","2","7","18","2","1","0","0","0","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","1","17","45","1","2","1","0","0","8","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","3","10","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","1","8","15","57","2","1","0","0","2","3","0","2","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","4","106","80","140","523","63","121","10","91","3","278","39","26","1","1","12","0","6","11","1","0","0","0","0","0","0","0","0"
